,Evento,Inicio,Fin,Parte,Duracion,Jornada,Local,Visitante
0,Partido en juego 001,0.0,7.0,1,7.0,10,Ferro,Glorias
1,Partido en juego 002,0.0,38.0,1,38.0,10,Ferro,Glorias
2,Partido en juego 003,40.0,69.0,1,29.0,10,Ferro,Glorias
3,Partido en juego 004,89.0,124.0,1,35.0,10,Ferro,Glorias
4,Partido en juego 005,126.0,146.0,1,20.0,10,Ferro,Glorias
5,Partido en juego 006,150.0,168.0,1,18.0,10,Ferro,Glorias
6,Partido en juego 007,175.0,200.0,1,25.0,10,Ferro,Glorias
7,Partido en juego 008,197.0,221.0,1,24.0,10,Ferro,Glorias
8,Partido en juego 009,244.0,258.0,1,14.0,10,Ferro,Glorias
9,Partido en juego 010,253.0,268.0,1,15.0,10,Ferro,Glorias
10,Partido en juego 011,271.0,325.0,1,54.0,10,Ferro,Glorias
11,Partido en juego 012,330.0,346.0,1,16.0,10,Ferro,Glorias
12,Partido en juego 013,354.0,366.0,1,12.0,10,Ferro,Glorias
13,Partido en juego 014,362.0,379.0,1,17.0,10,Ferro,Glorias
14,Partido en juego 015,375.0,430.0,1,55.0,10,Ferro,Glorias
15,Partido en juego 016,431.0,449.0,1,18.0,10,Ferro,Glorias
16,Partido en juego 017,525.0,564.0,1,39.0,10,Ferro,Glorias
17,Partido en juego 018,581.0,598.0,1,17.0,10,Ferro,Glorias
18,Partido en juego 019,624.0,665.0,1,41.0,10,Ferro,Glorias
19,Partido en juego 020,667.0,719.0,1,52.0,10,Ferro,Glorias
20,Partido en juego 021,743.0,771.0,1,28.0,10,Ferro,Glorias
21,Partido en juego 022,777.0,810.0,1,33.0,10,Ferro,Glorias
22, ,837.0,854.0,1,17.0,10,Ferro,Glorias
23,Partido en juego 024,851.0,879.0,1,28.0,10,Ferro,Glorias
24,Partido en juego 025,921.0,941.0,1,20.0,10,Ferro,Glorias
25,Partido en juego 026,944.0,974.0,1,30.0,10,Ferro,Glorias
26,Partido en juego 027,974.0,986.0,1,12.0,10,Ferro,Glorias
27,Partido en juego 028,986.0,1011.0,1,25.0,10,Ferro,Glorias
28,Partido en juego 029,1018.0,1049.0,1,31.0,10,Ferro,Glorias
29,Partido en juego 030,1053.0,1072.0,1,19.0,10,Ferro,Glorias
30,Partido en juego 031,1076.0,1099.0,1,23.0,10,Ferro,Glorias
31,Partido en juego 032,1099.0,1139.0,1,40.0,10,Ferro,Glorias
32,Partido en juego 033,1135.0,1190.0,1,55.0,10,Ferro,Glorias
33,Partido en juego 034,1206.0,1241.0,1,35.0,10,Ferro,Glorias
34,Partido en juego 035,1249.0,1264.0,1,15.0,10,Ferro,Glorias
35,Partido en juego 036,1262.0,1274.0,1,12.0,10,Ferro,Glorias
36,Partido en juego 037,1280.0,1323.0,1,43.0,10,Ferro,Glorias
37,Partido en juego 038,1339.0,1358.0,1,19.0,10,Ferro,Glorias
38,Partido en juego 039,1350.0,1369.0,1,19.0,10,Ferro,Glorias
39,Partido en juego 040,1369.0,1397.0,1,28.0,10,Ferro,Glorias
40,Partido en juego 041,1457.0,1476.0,1,19.0,10,Ferro,Glorias
41,Partido en juego 042,1469.0,1525.0,1,56.0,10,Ferro,Glorias
42,Partido en juego 043,1551.0,1577.0,1,26.0,10,Ferro,Glorias
43,Partido en juego 044,1666.0,1681.0,1,15.0,10,Ferro,Glorias
44,Partido en juego 045,1691.0,1711.0,1,20.0,10,Ferro,Glorias
45,Partido en juego 046,1709.0,1733.0,1,24.0,10,Ferro,Glorias
46,Partido en juego 047,1737.0,1750.0,1,13.0,10,Ferro,Glorias
47,Partido en juego 048,1754.0,1769.0,1,15.0,10,Ferro,Glorias
48,Partido en juego 049,1770.0,1787.0,1,17.0,10,Ferro,Glorias
49,Partido en juego 050,1782.0,1797.0,1,15.0,10,Ferro,Glorias
50,Partido en juego 051,1804.0,1822.0,1,18.0,10,Ferro,Glorias
51,Partido en juego 052,1824.0,1840.0,1,16.0,10,Ferro,Glorias
52,Partido en juego 053,1842.0,1874.0,1,32.0,10,Ferro,Glorias
53,Partido en juego 054,1879.0,1891.0,1,12.0,10,Ferro,Glorias
54,Partido en juego 055,1885.0,1899.0,1,14.0,10,Ferro,Glorias
55,Partido en juego 056,1936.0,1950.0,1,14.0,10,Ferro,Glorias
56,Partido en juego 057,1943.0,1963.0,1,20.0,10,Ferro,Glorias
57,Partido en juego 058,1970.0,2004.0,1,34.0,10,Ferro,Glorias
58,Partido en juego 059,2022.0,2038.0,1,16.0,10,Ferro,Glorias
59,Partido en juego 060,2055.0,2073.0,1,18.0,10,Ferro,Glorias
60,Partido en juego 061,2129.0,2140.0,1,11.0,10,Ferro,Glorias
61,Partido en juego 062,2155.0,2170.0,1,15.0,10,Ferro,Glorias
62,Partido en juego 063,2168.0,2193.0,1,25.0,10,Ferro,Glorias
63,Partido en juego 064,2190.0,2222.0,1,32.0,10,Ferro,Glorias
64,Partido en juego 065,2304.0,2323.0,1,19.0,10,Ferro,Glorias
65,Partido en juego 066,2321.0,2335.0,1,14.0,10,Ferro,Glorias
66,Partido en juego 067,2334.0,2346.0,1,12.0,10,Ferro,Glorias
67,Partido en juego 068,2346.0,2360.0,1,14.0,10,Ferro,Glorias
68,Partido en juego 069,2350.0,2366.0,2,16.0,10,Ferro,Glorias
69,Partido en juego 070,2374.0,2389.0,2,15.0,10,Ferro,Glorias
70,Partido en juego 071,2382.0,2409.0,2,27.0,10,Ferro,Glorias
71,Partido en juego 072,2414.0,2453.0,2,39.0,10,Ferro,Glorias
72,Partido en juego 073,2457.0,2484.0,2,27.0,10,Ferro,Glorias
73,Partido en juego 074,2505.0,2566.0,2,61.0,10,Ferro,Glorias
74,Partido en juego 075,2623.0,2635.0,2,12.0,10,Ferro,Glorias
75, ,2636.0,2651.0,2,15.0,10,Ferro,Glorias
76,Partido en juego 077,2664.0,2680.0,2,16.0,10,Ferro,Glorias
77, ,2698.0,2715.0,2,17.0,10,Ferro,Glorias
78,Partido en juego 079,2763.0,2776.0,2,13.0,10,Ferro,Glorias
79,Partido en juego 080,2769.0,2782.0,2,13.0,10,Ferro,Glorias
80,Partido en juego 081,2787.0,2800.0,2,13.0,10,Ferro,Glorias
81,Partido en juego 082,2815.0,2862.0,2,47.0,10,Ferro,Glorias
82,Partido en juego 083,2864.0,2914.0,2,50.0,10,Ferro,Glorias
83,Partido en juego 084,2931.0,2958.0,2,27.0,10,Ferro,Glorias
84,Partido en juego 085,2973.0,3001.0,2,28.0,10,Ferro,Glorias
85,Partido en juego 086,3009.0,3041.0,2,32.0,10,Ferro,Glorias
86,Partido en juego 087,3051.0,3063.0,2,12.0,10,Ferro,Glorias
87,Partido en juego 088,3078.0,3099.0,2,21.0,10,Ferro,Glorias
88,Partido en juego 089,3101.0,3127.0,2,26.0,10,Ferro,Glorias
89,Partido en juego 090,3123.0,3168.0,2,45.0,10,Ferro,Glorias
90,Partido en juego 091,3171.0,3197.0,2,26.0,10,Ferro,Glorias
91,Partido en juego 092,3206.0,3224.0,2,18.0,10,Ferro,Glorias
92,Partido en juego 093,3225.0,3243.0,2,18.0,10,Ferro,Glorias
93,Partido en juego 094,3248.0,3264.0,2,16.0,10,Ferro,Glorias
94,Partido en juego 095,3264.0,3304.0,2,40.0,10,Ferro,Glorias
95,Partido en juego 096,3314.0,3328.0,2,14.0,10,Ferro,Glorias
96,Partido en juego 097,3325.0,3340.0,2,15.0,10,Ferro,Glorias
97,Partido en juego 098,3341.0,3365.0,2,24.0,10,Ferro,Glorias
98,Partido en juego 099,3364.0,3376.0,2,12.0,10,Ferro,Glorias
99,Partido en juego 100,3379.0,3392.0,2,13.0,10,Ferro,Glorias
100,Partido en juego 101,3399.0,3423.0,2,24.0,10,Ferro,Glorias
101,Partido en juego 102,3428.0,3467.0,2,39.0,10,Ferro,Glorias
102,t,3481.0,3580.0,2,99.0,10,Ferro,Glorias
103,Partido en juego 104,3581.0,3592.0,2,11.0,10,Ferro,Glorias
104,Partido en juego 105,3587.0,3600.0,2,13.0,10,Ferro,Glorias
105,Partido en juego 106,3602.0,3619.0,2,17.0,10,Ferro,Glorias
106,Partido en juego 107,3617.0,3642.0,2,25.0,10,Ferro,Glorias
107,Partido en juego 108,3643.0,3658.0,2,15.0,10,Ferro,Glorias
108,Partido en juego 109,3665.0,3677.0,2,12.0,10,Ferro,Glorias
109,Partido en juego 110,3683.0,3709.0,2,26.0,10,Ferro,Glorias
110,Partido en juego 111,3712.0,3740.0,2,28.0,10,Ferro,Glorias
111,Partido en juego 112,3764.0,3776.0,2,12.0,10,Ferro,Glorias
112,Partido en juego 113,3774.0,3790.0,2,16.0,10,Ferro,Glorias
113,Partido en juego 114,3798.0,3818.0,2,20.0,10,Ferro,Glorias
114,Partido en juego 115,3811.0,3837.0,2,26.0,10,Ferro,Glorias
115,Partido en juego 116,3840.0,3854.0,2,14.0,10,Ferro,Glorias
116,Partido en juego 117,3860.0,3877.0,2,17.0,10,Ferro,Glorias
117,Partido en juego 118,3901.0,3947.0,2,46.0,10,Ferro,Glorias
118,Partido en juego 119,3950.0,3970.0,2,20.0,10,Ferro,Glorias
119,Partido en juego 120,3974.0,4025.0,2,51.0,10,Ferro,Glorias
120,Partido en juego 121,4066.0,4087.0,2,21.0,10,Ferro,Glorias
121,Partido en juego 122,4089.0,4103.0,2,14.0,10,Ferro,Glorias
122,Partido en juego 123,4105.0,4119.0,2,14.0,10,Ferro,Glorias
123,Partido en juego 124,4125.0,4147.0,2,22.0,10,Ferro,Glorias
124,Partido en juego 125,4142.0,4155.0,2,13.0,10,Ferro,Glorias
125,Partido en juego 126,4180.0,4198.0,2,18.0,10,Ferro,Glorias
126,Partido en juego 127,4191.0,4226.0,2,35.0,10,Ferro,Glorias
127,Partido en juego 128,4445.0,4460.0,2,15.0,10,Ferro,Glorias
128,Partido en juego 129,4471.0,4484.0,2,13.0,10,Ferro,Glorias
129,Partido en juego 130,4484.0,4503.0,2,19.0,10,Ferro,Glorias
130,Partido en juego 131,4503.0,4538.0,2,35.0,10,Ferro,Glorias
131,Partido en juego 132,4539.0,4558.0,2,19.0,10,Ferro,Glorias
132,Partido en juego 133,4570.0,4586.0,2,16.0,10,Ferro,Glorias
133,Partido en juego 134,4676.0,4689.0,2,13.0,10,Ferro,Glorias
134,Partido en juego 135,4685.0,4700.0,2,15.0,10,Ferro,Glorias
135,Partido en juego 136,4697.0,4748.0,2,51.0,10,Ferro,Glorias
136,Partido en juego 137,4746.0,4783.0,2,37.0,10,Ferro,Glorias
137,Partido en juego 138,4831.0,4858.0,2,27.0,10,Ferro,Glorias
138,Partido en juego 139,4886.0,4908.0,2,22.0,10,Ferro,Glorias
139,Partido en juego 140,4908.0,4922.0,2,14.0,10,Ferro,Glorias
140,Partido en juego 141,4919.0,4939.0,2,20.0,10,Ferro,Glorias
141,Partido en juego 142,4934.0,4955.0,2,21.0,10,Ferro,Glorias
142,Partido en juego 143,4999.0,5021.0,2,22.0,10,Ferro,Glorias
143,Partido en juego 144,5011.0,5023.0,2,12.0,10,Ferro,Glorias
144,Partido en juego 145,5022.0,5035.0,2,13.0,10,Ferro,Glorias
145,Partido en juego 001,0.0,18.0,1,18.0,12,Ferro,Hebraica
146,Partido en juego 002,19.0,45.0,1,26.0,12,Ferro,Hebraica
147,Partido en juego 003,49.0,64.0,1,15.0,12,Ferro,Hebraica
148,Partido en juego 004,64.0,107.0,1,43.0,12,Ferro,Hebraica
149,Partido en juego 005,122.0,170.0,1,48.0,12,Ferro,Hebraica
150,Partido en juego 006,199.0,211.0,1,12.0,12,Ferro,Hebraica
151,Partido en juego 007,211.0,235.0,1,24.0,12,Ferro,Hebraica
152,Partido en juego 008,232.0,247.0,1,15.0,12,Ferro,Hebraica
153,Partido en juego 009,247.0,269.0,1,22.0,12,Ferro,Hebraica
154,Partido en juego 010,353.0,366.0,1,13.0,12,Ferro,Hebraica
155,Partido en juego 011,366.0,385.0,1,19.0,12,Ferro,Hebraica
156,Partido en juego 012,383.0,401.0,1,18.0,12,Ferro,Hebraica
157,Partido en juego 013,404.0,422.0,1,18.0,12,Ferro,Hebraica
158,Partido en juego 014,426.0,440.0,1,14.0,12,Ferro,Hebraica
159,Partido en juego 015,449.0,462.0,1,13.0,12,Ferro,Hebraica
160,Partido en juego 016,462.0,482.0,1,20.0,12,Ferro,Hebraica
161,Partido en juego 017,480.0,502.0,1,22.0,12,Ferro,Hebraica
162, ,511.0,530.0,1,19.0,12,Ferro,Hebraica
163,Partido en juego 019,526.0,537.0,1,11.0,12,Ferro,Hebraica
164,Partido en juego 020,529.0,556.0,1,27.0,12,Ferro,Hebraica
165,Partido en juego 021,559.0,571.0,1,12.0,12,Ferro,Hebraica
166,Partido en juego 022,574.0,591.0,1,17.0,12,Ferro,Hebraica
167,Partido en juego 023,633.0,646.0,1,13.0,12,Ferro,Hebraica
168,Partido en juego 024,638.0,665.0,1,27.0,12,Ferro,Hebraica
169,Partido en juego 025,668.0,685.0,1,17.0,12,Ferro,Hebraica
170,Partido en juego 026,698.0,715.0,1,17.0,12,Ferro,Hebraica
171,Partido en juego 027,760.0,781.0,1,21.0,12,Ferro,Hebraica
172,Partido en juego 028,803.0,846.0,1,43.0,12,Ferro,Hebraica
173,Partido en juego 029,837.0,849.0,1,12.0,12,Ferro,Hebraica
174,Partido en juego 030,886.0,930.0,1,44.0,12,Ferro,Hebraica
175,Partido en juego 031,930.0,949.0,1,19.0,12,Ferro,Hebraica
176,Partido en juego 032,944.0,959.0,1,15.0,12,Ferro,Hebraica
177,Partido en juego 033,957.0,984.0,1,27.0,12,Ferro,Hebraica
178,Partido en juego 034,994.0,1040.0,1,46.0,12,Ferro,Hebraica
179,Partido en juego 035,1056.0,1073.0,1,17.0,12,Ferro,Hebraica
180,Partido en juego 036,1071.0,1085.0,1,14.0,12,Ferro,Hebraica
181,Partido en juego 037,1087.0,1127.0,1,40.0,12,Ferro,Hebraica
182,Partido en juego 038,1125.0,1148.0,1,23.0,12,Ferro,Hebraica
183,Partido en juego 039,1146.0,1158.0,1,12.0,12,Ferro,Hebraica
184,Partido en juego 040,1163.0,1186.0,1,23.0,12,Ferro,Hebraica
185,Partido en juego 041,1185.0,1211.0,1,26.0,12,Ferro,Hebraica
186,Partido en juego 042,1220.0,1257.0,1,37.0,12,Ferro,Hebraica
187,Partido en juego 043,1269.0,1303.0,1,34.0,12,Ferro,Hebraica
188,Partido en juego 044,1328.0,1343.0,1,15.0,12,Ferro,Hebraica
189,Partido en juego 045,1349.0,1379.0,1,30.0,12,Ferro,Hebraica
190,Partido en juego 046,1379.0,1398.0,1,19.0,12,Ferro,Hebraica
191,Partido en juego 047,1414.0,1424.0,1,10.0,12,Ferro,Hebraica
192,Partido en juego 048,1428.0,1439.0,1,11.0,12,Ferro,Hebraica
193,Partido en juego 049,1439.0,1458.0,1,19.0,12,Ferro,Hebraica
194,Partido en juego 050,1454.0,1473.0,1,19.0,12,Ferro,Hebraica
195,Partido en juego 051,1476.0,1497.0,1,21.0,12,Ferro,Hebraica
196,Partido en juego 052,1494.0,1513.0,1,19.0,12,Ferro,Hebraica
197,Partido en juego 053,1508.0,1539.0,1,31.0,12,Ferro,Hebraica
198,Partido en juego 054,1543.0,1555.0,1,12.0,12,Ferro,Hebraica
199,Partido en juego 055,1558.0,1576.0,1,18.0,12,Ferro,Hebraica
200,Partido en juego 056,1587.0,1603.0,1,16.0,12,Ferro,Hebraica
201,Partido en juego 057,1611.0,1632.0,1,21.0,12,Ferro,Hebraica
202,Partido en juego 058,1640.0,1661.0,1,21.0,12,Ferro,Hebraica
203,Partido en juego 059,1660.0,1673.0,1,13.0,12,Ferro,Hebraica
204,Partido en juego 060,1671.0,1683.0,1,12.0,12,Ferro,Hebraica
205,Partido en juego 061,1685.0,1712.0,1,27.0,12,Ferro,Hebraica
206,Partido en juego 062,1718.0,1747.0,1,29.0,12,Ferro,Hebraica
207,Partido en juego 063,1747.0,1770.0,1,23.0,12,Ferro,Hebraica
208,Partido en juego 064,1764.0,1776.0,1,12.0,12,Ferro,Hebraica
209,Partido en juego 065,1775.0,1811.0,1,36.0,12,Ferro,Hebraica
210,Partido en juego 066,1817.0,1829.0,1,12.0,12,Ferro,Hebraica
211,Partido en juego 067,1829.0,1849.0,1,20.0,12,Ferro,Hebraica
212,Partido en juego 068,1854.0,1917.0,1,63.0,12,Ferro,Hebraica
213,Partido en juego 069,1918.0,1952.0,1,34.0,12,Ferro,Hebraica
214,Partido en juego 070,1954.0,1971.0,1,17.0,12,Ferro,Hebraica
215,Partido en juego 071,1978.0,1995.0,1,17.0,12,Ferro,Hebraica
216,Partido en juego 072,2006.0,2017.0,1,11.0,12,Ferro,Hebraica
217,Partido en juego 073,2096.0,2108.0,1,12.0,12,Ferro,Hebraica
218,Partido en juego 074,2116.0,2130.0,1,14.0,12,Ferro,Hebraica
219,Partido en juego 075,2127.0,2153.0,1,26.0,12,Ferro,Hebraica
220,Partido en juego 076,2149.0,2165.0,2,16.0,12,Ferro,Hebraica
221,Partido en juego 077,2162.0,2225.0,2,63.0,12,Ferro,Hebraica
222,Partido en juego 078,2231.0,2247.0,2,16.0,12,Ferro,Hebraica
223,Partido en juego 079,2245.0,2261.0,2,16.0,12,Ferro,Hebraica
224,Partido en juego 080,2256.0,2276.0,2,20.0,12,Ferro,Hebraica
225,Partido en juego 081,2277.0,2292.0,2,15.0,12,Ferro,Hebraica
226,Partido en juego 082,2296.0,2314.0,2,18.0,12,Ferro,Hebraica
227,Partido en juego 083,2362.0,2379.0,2,17.0,12,Ferro,Hebraica
228,Partido en juego 084,2375.0,2396.0,2,21.0,12,Ferro,Hebraica
229,Partido en juego 085,2395.0,2438.0,2,43.0,12,Ferro,Hebraica
230,Partido en juego 086,2445.0,2460.0,2,15.0,12,Ferro,Hebraica
231,Partido en juego 087,2461.0,2483.0,2,22.0,12,Ferro,Hebraica
232,Partido en juego 088,2489.0,2516.0,2,27.0,12,Ferro,Hebraica
233,Partido en juego 089,2518.0,2539.0,2,21.0,12,Ferro,Hebraica
234,Partido en juego 090,2530.0,2554.0,2,24.0,12,Ferro,Hebraica
235,Partido en juego 091,2557.0,2575.0,2,18.0,12,Ferro,Hebraica
236,Partido en juego 092,2579.0,2599.0,2,20.0,12,Ferro,Hebraica
237,Partido en juego 093,2611.0,2652.0,2,41.0,12,Ferro,Hebraica
238,Partido en juego 094,2647.0,2660.0,2,13.0,12,Ferro,Hebraica
239,Partido en juego 095,2660.0,2679.0,2,19.0,12,Ferro,Hebraica
240,t,2674.0,2695.0,2,21.0,12,Ferro,Hebraica
241,Partido en juego 097,2686.0,2699.0,2,13.0,12,Ferro,Hebraica
242,Partido en juego 098,2706.0,2723.0,2,17.0,12,Ferro,Hebraica
243,Partido en juego 099,2725.0,2761.0,2,36.0,12,Ferro,Hebraica
244,Partido en juego 100,2769.0,2796.0,2,27.0,12,Ferro,Hebraica
245,Partido en juego 101,2808.0,2834.0,2,26.0,12,Ferro,Hebraica
246,Partido en juego 102,2835.0,2853.0,2,18.0,12,Ferro,Hebraica
247,Partido en juego 103,2840.0,2853.0,2,13.0,12,Ferro,Hebraica
248,Partido en juego 104,2988.0,3022.0,2,34.0,12,Ferro,Hebraica
249,Partido en juego 105,3028.0,3050.0,2,22.0,12,Ferro,Hebraica
250,Partido en juego 106,3051.0,3068.0,2,17.0,12,Ferro,Hebraica
251,Partido en juego 107,3075.0,3104.0,2,29.0,12,Ferro,Hebraica
252,Partido en juego 108,3099.0,3121.0,2,22.0,12,Ferro,Hebraica
253,Partido en juego 109,3179.0,3193.0,2,14.0,12,Ferro,Hebraica
254,Partido en juego 110,3222.0,3249.0,2,27.0,12,Ferro,Hebraica
255,Partido en juego 111,3257.0,3270.0,2,13.0,12,Ferro,Hebraica
256,Partido en juego 112,3266.0,3285.0,2,19.0,12,Ferro,Hebraica
257,Partido en juego 113,3354.0,3373.0,2,19.0,12,Ferro,Hebraica
258,Partido en juego 114,3379.0,3397.0,2,18.0,12,Ferro,Hebraica
259,Partido en juego 115,3388.0,3404.0,2,16.0,12,Ferro,Hebraica
260,Partido en juego 116,3414.0,3473.0,2,59.0,12,Ferro,Hebraica
261,Partido en juego 117,3469.0,3495.0,2,26.0,12,Ferro,Hebraica
262,Partido en juego 118,3631.0,3644.0,2,13.0,12,Ferro,Hebraica
263,Partido en juego 119,3678.0,3704.0,2,26.0,12,Ferro,Hebraica
264,Partido en juego 120,3713.0,3727.0,2,14.0,12,Ferro,Hebraica
265,Partido en juego 121,3733.0,3745.0,2,12.0,12,Ferro,Hebraica
266,Partido en juego 122,3748.0,3761.0,2,13.0,12,Ferro,Hebraica
267,Partido en juego 123,3764.0,3778.0,2,14.0,12,Ferro,Hebraica
268,Partido en juego 124,3784.0,3842.0,2,58.0,12,Ferro,Hebraica
269,Partido en juego 125,3860.0,3877.0,2,17.0,12,Ferro,Hebraica
270,Partido en juego 126,3872.0,3894.0,2,22.0,12,Ferro,Hebraica
271,Partido en juego 127,3891.0,3922.0,2,31.0,12,Ferro,Hebraica
272,Partido en juego 128,3924.0,3938.0,2,14.0,12,Ferro,Hebraica
273,Partido en juego 129,3969.0,3994.0,2,25.0,12,Ferro,Hebraica
274,Partido en juego 130,3990.0,4004.0,2,14.0,12,Ferro,Hebraica
275,Partido en juego 131,4009.0,4033.0,2,24.0,12,Ferro,Hebraica
276,Partido en juego 132,4035.0,4048.0,2,13.0,12,Ferro,Hebraica
277,Partido en juego 133,4045.0,4060.0,2,15.0,12,Ferro,Hebraica
278,Partido en juego 134,4065.0,4087.0,2,22.0,12,Ferro,Hebraica
279,Partido en juego 135,4089.0,4101.0,2,12.0,12,Ferro,Hebraica
280,Partido en juego 136,4099.0,4113.0,2,14.0,12,Ferro,Hebraica
281,Partido en juego 137,4122.0,4135.0,2,13.0,12,Ferro,Hebraica
282,Partido en juego 138,4136.0,4152.0,2,16.0,12,Ferro,Hebraica
283,Partido en juego 139,4159.0,4181.0,2,22.0,12,Ferro,Hebraica
284,Partido en juego 140,4174.0,4205.0,2,31.0,12,Ferro,Hebraica
285,Partido en juego 141,4196.0,4225.0,2,29.0,12,Ferro,Hebraica
286,Partido en juego 142,4235.0,4247.0,2,12.0,12,Ferro,Hebraica
287,Partido en juego 143,4251.0,4265.0,2,14.0,12,Ferro,Hebraica
288,Partido en juego 144,4262.0,4282.0,2,20.0,12,Ferro,Hebraica
289,Partido en juego 145,4278.0,4302.0,2,24.0,12,Ferro,Hebraica
290,Partido en juego 146,4297.0,4309.0,2,12.0,12,Ferro,Hebraica
291,Partido en juego 147,4304.0,4326.0,2,22.0,12,Ferro,Hebraica
292,Partido en juego 148,4326.0,4344.0,2,18.0,12,Ferro,Hebraica
293,Partido en juego 149,4361.0,4376.0,2,15.0,12,Ferro,Hebraica
294,Partido en juego 150,4501.0,4551.0,2,50.0,12,Ferro,Hebraica
295,Partido en juego 151,4545.0,4592.0,2,47.0,12,Ferro,Hebraica
296,Partido en juego 152,4587.0,4602.0,2,15.0,12,Ferro,Hebraica
297,Partido en juego 153,4605.0,4624.0,2,19.0,12,Ferro,Hebraica
298,Partido en juego 154,4620.0,4640.0,2,20.0,12,Ferro,Hebraica
299,Partido en juego 155,4655.0,4684.0,2,29.0,12,Ferro,Hebraica
300,Partido en juego 156,4678.0,4693.0,2,15.0,12,Ferro,Hebraica
301,Partido en juego 157,4689.0,4708.0,2,19.0,12,Ferro,Hebraica
302,Partido en juego 158,4800.0,4817.0,2,17.0,12,Ferro,Hebraica
303,Partido en juego 159,4838.0,4852.0,2,14.0,12,Ferro,Hebraica
304,Partido en juego 001,2640.0,2691.0,1,51.0,13,Independiente,Ferro
305,Partido en juego 002,2684.0,2703.0,1,19.0,13,Independiente,Ferro
306,Partido en juego 003,2697.0,2788.0,1,91.0,13,Independiente,Ferro
307,Partido en juego 004,2799.0,2814.0,1,15.0,13,Independiente,Ferro
308,Partido en juego 005,2819.0,2838.0,1,19.0,13,Independiente,Ferro
309,Partido en juego 006,2849.0,2889.0,1,40.0,13,Independiente,Ferro
310,Partido en juego 007,2890.0,2918.0,1,28.0,13,Independiente,Ferro
311,Partido en juego 008,2907.0,2983.0,1,76.0,13,Independiente,Ferro
312,Partido en juego 009,2974.0,3005.0,1,31.0,13,Independiente,Ferro
313,Partido en juego 010,3020.0,3053.0,1,33.0,13,Independiente,Ferro
314,Partido en juego 011,3097.0,3122.0,1,25.0,13,Independiente,Ferro
315,Partido en juego 012,3121.0,3165.0,1,44.0,13,Independiente,Ferro
316,Partido en juego 013,3157.0,3180.0,1,23.0,13,Independiente,Ferro
317,Partido en juego 014,3175.0,3212.0,1,37.0,13,Independiente,Ferro
318,Partido en juego 015,3211.0,3241.0,1,30.0,13,Independiente,Ferro
319,Partido en juego 016,3242.0,3279.0,1,37.0,13,Independiente,Ferro
320,Partido en juego 017,3318.0,3341.0,1,23.0,13,Independiente,Ferro
321,Partido en juego 018,3397.0,3413.0,1,16.0,13,Independiente,Ferro
322,Partido en juego 019,3425.0,3485.0,1,60.0,13,Independiente,Ferro
323,Partido en juego 020,3479.0,3502.0,1,23.0,13,Independiente,Ferro
324,Partido en juego 021,3499.0,3526.0,1,27.0,13,Independiente,Ferro
325,Partido en juego 022,3531.0,3548.0,1,17.0,13,Independiente,Ferro
326,Partido en juego 023,3547.0,3569.0,1,22.0,13,Independiente,Ferro
327,Partido en juego 024,3570.0,3606.0,1,36.0,13,Independiente,Ferro
328,Partido en juego 025,3603.0,3662.0,1,59.0,13,Independiente,Ferro
329,Partido en juego 026,3654.0,3668.0,1,14.0,13,Independiente,Ferro
330,Partido en juego 027,3668.0,3691.0,1,23.0,13,Independiente,Ferro
331,Partido en juego 028,3690.0,3717.0,1,27.0,13,Independiente,Ferro
332,Partido en juego 029,3723.0,3752.0,1,29.0,13,Independiente,Ferro
333,Partido en juego 030,3815.0,3846.0,1,31.0,13,Independiente,Ferro
334,Partido en juego 031,3853.0,3889.0,1,36.0,13,Independiente,Ferro
335,Partido en juego 032,3905.0,3927.0,1,22.0,13,Independiente,Ferro
336,Partido en juego 033,3928.0,3956.0,1,28.0,13,Independiente,Ferro
337,Partido en juego 034,4010.0,4053.0,1,43.0,13,Independiente,Ferro
338,Partido en juego 035,4055.0,4103.0,1,48.0,13,Independiente,Ferro
339,Partido en juego 036,4108.0,4148.0,1,40.0,13,Independiente,Ferro
340,Partido en juego 037,4155.0,4174.0,1,19.0,13,Independiente,Ferro
341,Partido en juego 038,4173.0,4207.0,1,34.0,13,Independiente,Ferro
342,Partido en juego 039,4207.0,4236.0,1,29.0,13,Independiente,Ferro
343,Partido en juego 040,4243.0,4262.0,1,19.0,13,Independiente,Ferro
344,Partido en juego 041,4272.0,4300.0,1,28.0,13,Independiente,Ferro
345,Partido en juego 042,4292.0,4312.0,1,20.0,13,Independiente,Ferro
346,Partido en juego 043,4414.0,4439.0,1,25.0,13,Independiente,Ferro
347,Partido en juego 044,4443.0,4469.0,1,26.0,13,Independiente,Ferro
348,Partido en juego 045,4486.0,4508.0,1,22.0,13,Independiente,Ferro
349,Partido en juego 046,4549.0,4566.0,1,17.0,13,Independiente,Ferro
350,Partido en juego 047,4566.0,4599.0,1,33.0,13,Independiente,Ferro
351,Partido en juego 048,4592.0,4628.0,1,36.0,13,Independiente,Ferro
352,Partido en juego 049,4635.0,4656.0,1,21.0,13,Independiente,Ferro
353,Partido en juego 050,4653.0,4681.0,1,28.0,13,Independiente,Ferro
354,Partido en juego 051,4703.0,4735.0,1,32.0,13,Independiente,Ferro
355,Partido en juego 052,4729.0,4750.0,1,21.0,13,Independiente,Ferro
356,Partido en juego 053,4754.0,4778.0,1,24.0,13,Independiente,Ferro
357,Partido en juego 054,4796.0,4817.0,1,21.0,13,Independiente,Ferro
