,Evento,Inicio,Fin,Parte,Duracion,Jornada,Local,Visitante
1324,Partido en juego 051,1437.0,1495.0,1,58.0,25,Jorge Newbery,Ferro
1325,Partido en juego 052,1496.0,1570.0,1,74.0,25,Jorge Newbery,Ferro
1326,Partido en juego 053,1636.0,1659.0,1,23.0,25,Jorge Newbery,Ferro
1327,Partido en juego 054,1658.0,1694.0,1,36.0,25,Jorge Newbery,Ferro
1328,Partido en juego 055,1687.0,1724.0,1,37.0,25,Jorge Newbery,Ferro
1329,Partido en juego 056,1737.0,1771.0,1,34.0,25,Jorge Newbery,Ferro
1330,Partido en juego 057,1774.0,1830.0,1,56.0,25,Jorge Newbery,Ferro
1331,Partido en juego 058,1857.0,1880.0,1,23.0,25,Jorge Newbery,Ferro
1332,Partido en juego 059,1944.0,1962.0,1,18.0,25,Jorge Newbery,Ferro
1333,Partido en juego 060,1955.0,1980.0,1,25.0,25,Jorge Newbery,Ferro
1334,Partido en juego 061,1989.0,2011.0,1,22.0,25,Jorge Newbery,Ferro
1335,Partido en juego 062,2087.0,2106.0,1,19.0,25,Jorge Newbery,Ferro
1336,Partido en juego 063,2102.0,2146.0,1,44.0,25,Jorge Newbery,Ferro
1337,Partido en juego 064,2150.0,2191.0,1,41.0,25,Jorge Newbery,Ferro
1338,Partido en juego 065,2186.0,2205.0,1,19.0,25,Jorge Newbery,Ferro
1339,Partido en juego 066,2203.0,2227.0,1,24.0,25,Jorge Newbery,Ferro
1340,Partido en juego 067,2227.0,2251.0,1,24.0,25,Jorge Newbery,Ferro
1341,Partido en juego 068,2269.0,2287.0,1,18.0,25,Jorge Newbery,Ferro
1342,Partido en juego 069,2293.0,2315.0,1,22.0,25,Jorge Newbery,Ferro
1343,Partido en juego 070,2314.0,2358.0,2,44.0,25,Jorge Newbery,Ferro
1344,Partido en juego 071,2351.0,2367.0,2,16.0,25,Jorge Newbery,Ferro
1345,Partido en juego 072,2371.0,2402.0,2,31.0,25,Jorge Newbery,Ferro
1346,Partido en juego 073,2401.0,2444.0,2,43.0,25,Jorge Newbery,Ferro
1347,Partido en juego 074,2453.0,2480.0,2,27.0,25,Jorge Newbery,Ferro
1348,Partido en juego 075,2526.0,2558.0,2,32.0,25,Jorge Newbery,Ferro
1349,Partido en juego 076,2552.0,2568.0,2,16.0,25,Jorge Newbery,Ferro
1350,Partido en juego 077,2585.0,2625.0,2,40.0,25,Jorge Newbery,Ferro
1351,Partido en juego 078,2630.0,2685.0,2,55.0,25,Jorge Newbery,Ferro
1352,Partido en juego 079,2676.0,2704.0,2,28.0,25,Jorge Newbery,Ferro
1353,Partido en juego 080,2723.0,2760.0,2,37.0,25,Jorge Newbery,Ferro
1354,Partido en juego 081,2759.0,2779.0,2,20.0,25,Jorge Newbery,Ferro
1355,Partido en juego 082,2799.0,2825.0,2,26.0,25,Jorge Newbery,Ferro
1356,Partido en juego 083,2821.0,2861.0,2,40.0,25,Jorge Newbery,Ferro
1357,Partido en juego 084,2862.0,2882.0,2,20.0,25,Jorge Newbery,Ferro
1358,Partido en juego 085,2902.0,2922.0,2,20.0,25,Jorge Newbery,Ferro
1359,Partido en juego 086,2916.0,2969.0,2,53.0,25,Jorge Newbery,Ferro
1360,Partido en juego 087,2972.0,2995.0,2,23.0,25,Jorge Newbery,Ferro
1361,Partido en juego 088,3069.0,3094.0,2,25.0,25,Jorge Newbery,Ferro
1362,Partido en juego 089,3145.0,3182.0,2,37.0,25,Jorge Newbery,Ferro
1363,Partido en juego 090,3178.0,3258.0,2,80.0,25,Jorge Newbery,Ferro
1364,Partido en juego 091,3253.0,3277.0,2,24.0,25,Jorge Newbery,Ferro
1365,Partido en juego 092,3282.0,3314.0,2,32.0,25,Jorge Newbery,Ferro
1366,Partido en juego 093,3321.0,3352.0,2,31.0,25,Jorge Newbery,Ferro
1367,Partido en juego 094,3353.0,3377.0,2,24.0,25,Jorge Newbery,Ferro
1368,Partido en juego 095,3381.0,3398.0,2,17.0,25,Jorge Newbery,Ferro
1369,Partido en juego 096,3396.0,3420.0,2,24.0,25,Jorge Newbery,Ferro
1370,Partido en juego 097,3416.0,3454.0,2,38.0,25,Jorge Newbery,Ferro
1371,Partido en juego 098,3457.0,3474.0,2,17.0,25,Jorge Newbery,Ferro
1372,Partido en juego 099,3485.0,3506.0,2,21.0,25,Jorge Newbery,Ferro
1373,Partido en juego 100,3532.0,3581.0,2,49.0,25,Jorge Newbery,Ferro
1374,Partido en juego 101,3582.0,3607.0,2,25.0,25,Jorge Newbery,Ferro
1375,Partido en juego 102,3605.0,3630.0,2,25.0,25,Jorge Newbery,Ferro
1376,Partido en juego 103,3625.0,3660.0,2,35.0,25,Jorge Newbery,Ferro
1377,Partido en juego 104,3689.0,3715.0,2,26.0,25,Jorge Newbery,Ferro
1378,Partido en juego 105,3724.0,3772.0,2,48.0,25,Jorge Newbery,Ferro
1379,Partido en juego 106,3777.0,3809.0,2,32.0,25,Jorge Newbery,Ferro
1380,Partido en juego 107,3801.0,3829.0,2,28.0,25,Jorge Newbery,Ferro
1381,Partido en juego 108,3841.0,3856.0,2,15.0,25,Jorge Newbery,Ferro
1382,Partido en juego 109,3852.0,3868.0,2,16.0,25,Jorge Newbery,Ferro
1383,Partido en juego 110,3861.0,3909.0,2,48.0,25,Jorge Newbery,Ferro
1384,Partido en juego 111,3901.0,3919.0,2,18.0,25,Jorge Newbery,Ferro
1385,Partido en juego 112,3918.0,3946.0,2,28.0,25,Jorge Newbery,Ferro
1386,Partido en juego 113,3941.0,3964.0,2,23.0,25,Jorge Newbery,Ferro
1387,Partido en juego 114,3970.0,4019.0,2,49.0,25,Jorge Newbery,Ferro
1388,Partido en juego 115,4038.0,4071.0,2,33.0,25,Jorge Newbery,Ferro
1389,Partido en juego 116,4064.0,4093.0,2,29.0,25,Jorge Newbery,Ferro
1390,Partido en juego 117,4098.0,4120.0,2,22.0,25,Jorge Newbery,Ferro
1391,Partido en juego 118,4115.0,4141.0,2,26.0,25,Jorge Newbery,Ferro
1392,Partido en juego 119,4153.0,4190.0,2,37.0,25,Jorge Newbery,Ferro
1393,Partido en juego 120,4271.0,4299.0,2,28.0,25,Jorge Newbery,Ferro
1394,Partido en juego 121,4334.0,4352.0,2,18.0,25,Jorge Newbery,Ferro
1395,Partido en juego 122,4431.0,4498.0,2,67.0,25,Jorge Newbery,Ferro
1396,Partido en juego 123,4515.0,4537.0,2,22.0,25,Jorge Newbery,Ferro
1397,Partido en juego 124,4542.0,4568.0,2,26.0,25,Jorge Newbery,Ferro
1398,Partido en juego 125,4574.0,4595.0,2,21.0,25,Jorge Newbery,Ferro
1399,PARTIDO EN JUEGO 001,5.0,55.0,1,50.0,27,Glorias,Ferro
1400,PARTIDO EN JUEGO 002,63.0,97.0,1,34.0,27,Glorias,Ferro
1401,PARTIDO EN JUEGO 003,107.0,136.0,1,29.0,27,Glorias,Ferro
1402,PARTIDO EN JUEGO 004,185.0,195.0,1,10.0,27,Glorias,Ferro
1403,PARTIDO EN JUEGO 005,204.0,212.0,1,8.0,27,Glorias,Ferro
1404,PARTIDO EN JUEGO 006,215.0,220.0,1,5.0,27,Glorias,Ferro
1405,PARTIDO EN JUEGO 007,243.0,257.0,1,14.0,27,Glorias,Ferro
1406,PARTIDO EN JUEGO 008,261.0,281.0,1,20.0,27,Glorias,Ferro
1407,PARTIDO EN JUEGO 009,301.0,315.0,1,14.0,27,Glorias,Ferro
1408,PARTIDO EN JUEGO 010,321.0,348.0,1,27.0,27,Glorias,Ferro
1409,PARTIDO EN JUEGO 011,356.0,369.0,1,13.0,27,Glorias,Ferro
1410,PARTIDO EN JUEGO 012,379.0,398.0,1,19.0,27,Glorias,Ferro
1411,PARTIDO EN JUEGO 013,400.0,415.0,1,15.0,27,Glorias,Ferro
1412,PARTIDO EN JUEGO 014,429.0,444.0,1,15.0,27,Glorias,Ferro
1413,PARTIDO EN JUEGO 015,456.0,466.0,1,10.0,27,Glorias,Ferro
1414,PARTIDO EN JUEGO 016,484.0,489.0,1,5.0,27,Glorias,Ferro
1415,PARTIDO EN JUEGO 017,496.0,510.0,1,14.0,27,Glorias,Ferro
1416,PARTIDO EN JUEGO 018,522.0,535.0,1,13.0,27,Glorias,Ferro
1417,PARTIDO EN JUEGO 019,572.0,590.0,1,18.0,27,Glorias,Ferro
1418,PARTIDO EN JUEGO 020,606.0,619.0,1,13.0,27,Glorias,Ferro
1419,PARTIDO EN JUEGO 021,632.0,636.0,1,4.0,27,Glorias,Ferro
1420,PARTIDO EN JUEGO 022,649.0,664.0,1,15.0,27,Glorias,Ferro
1421,PARTIDO EN JUEGO 023,673.0,684.0,1,11.0,27,Glorias,Ferro
1422,PARTIDO EN JUEGO 024,698.0,703.0,1,5.0,27,Glorias,Ferro
1423,PARTIDO EN JUEGO 025,779.0,786.0,1,7.0,27,Glorias,Ferro
1424,PARTIDO EN JUEGO 026,793.0,813.0,1,20.0,27,Glorias,Ferro
1425,PARTIDO EN JUEGO 027,824.0,840.0,1,16.0,27,Glorias,Ferro
1426,PARTIDO EN JUEGO 028,856.0,860.0,1,4.0,27,Glorias,Ferro
1427,PARTIDO EN JUEGO 029,873.0,907.0,1,34.0,27,Glorias,Ferro
1428,PARTIDO EN JUEGO 030,920.0,998.0,1,78.0,27,Glorias,Ferro
1429,PARTIDO EN JUEGO 031,1116.0,1134.0,1,18.0,27,Glorias,Ferro
1430,PARTIDO EN JUEGO 032,1139.0,1176.0,1,37.0,27,Glorias,Ferro
1431,PARTIDO EN JUEGO 033,1194.0,1197.0,1,3.0,27,Glorias,Ferro
1432,PARTIDO EN JUEGO 034,1210.0,1214.0,1,4.0,27,Glorias,Ferro
1433,PARTIDO EN JUEGO 035,1222.0,1225.0,1,3.0,27,Glorias,Ferro
1434,PARTIDO EN JUEGO 036,1230.0,1238.0,1,8.0,27,Glorias,Ferro
1435,PARTIDO EN JUEGO 037,1246.0,1275.0,1,29.0,27,Glorias,Ferro
1436,PARTIDO EN JUEGO 038,1314.0,1322.0,1,8.0,27,Glorias,Ferro
1437,PARTIDO EN JUEGO 039,1327.0,1343.0,1,16.0,27,Glorias,Ferro
1438,PARTIDO EN JUEGO 040,1344.0,1356.0,1,12.0,27,Glorias,Ferro
1439,PARTIDO EN JUEGO 041,1366.0,1379.0,1,13.0,27,Glorias,Ferro
1440,PARTIDO EN JUEGO 042,1388.0,1394.0,1,6.0,27,Glorias,Ferro
1441,PARTIDO EN JUEGO 043,1401.0,1406.0,1,5.0,27,Glorias,Ferro
1442,PARTIDO EN JUEGO 044,1416.0,1420.0,1,4.0,27,Glorias,Ferro
1443,PARTIDO EN JUEGO 045,1434.0,1439.0,1,5.0,27,Glorias,Ferro
1444,PARTIDO EN JUEGO 046,1446.0,1478.0,1,32.0,27,Glorias,Ferro
1445,PARTIDO EN JUEGO 047,1489.0,1505.0,1,16.0,27,Glorias,Ferro
1446,PARTIDO EN JUEGO 048,1511.0,1529.0,1,18.0,27,Glorias,Ferro
1447,PARTIDO EN JUEGO 049,1537.0,1554.0,1,17.0,27,Glorias,Ferro
1448,PARTIDO EN JUEGO 050,1574.0,1582.0,1,8.0,27,Glorias,Ferro
1449,PARTIDO EN JUEGO 051,1589.0,1608.0,1,19.0,27,Glorias,Ferro
1450,PARTIDO EN JUEGO 052,1619.0,1628.0,1,9.0,27,Glorias,Ferro
1451,PARTIDO EN JUEGO 053,1723.0,1763.0,1,40.0,27,Glorias,Ferro
1452,PARTIDO EN JUEGO 054,1766.0,1773.0,1,7.0,27,Glorias,Ferro
1453,PARTIDO EN JUEGO 055,1789.0,1797.0,1,8.0,27,Glorias,Ferro
1454,PARTIDO EN JUEGO 056,1800.0,1813.0,1,13.0,27,Glorias,Ferro
1455,PARTIDO EN JUEGO 057,1821.0,1828.0,1,7.0,27,Glorias,Ferro
1456,PARTIDO EN JUEGO 058,1836.0,1870.0,1,34.0,27,Glorias,Ferro
1457,PARTIDO EN JUEGO 059,1876.0,1886.0,1,10.0,27,Glorias,Ferro
1458,PARTIDO EN JUEGO 060,1892.0,1896.0,1,4.0,27,Glorias,Ferro
1459,PARTIDO EN JUEGO 061,1906.0,1915.0,1,9.0,27,Glorias,Ferro
1460,PARTIDO EN JUEGO 062,1924.0,1937.0,1,13.0,27,Glorias,Ferro
1461,PARTIDO EN JUEGO 063,1939.0,1944.0,1,5.0,27,Glorias,Ferro
1462,PARTIDO EN JUEGO 064,1975.0,1979.0,1,4.0,27,Glorias,Ferro
1463,PARTIDO EN JUEGO 065,1983.0,1992.0,1,9.0,27,Glorias,Ferro
1464,PARTIDO EN JUEGO 066,2001.0,2010.0,1,9.0,27,Glorias,Ferro
1465,PARTIDO EN JUEGO 067,2022.0,2044.0,1,22.0,27,Glorias,Ferro
1466,PARTIDO EN JUEGO 068,2056.0,2062.0,1,6.0,27,Glorias,Ferro
1467,PARTIDO EN JUEGO 069,2064.0,2077.0,1,13.0,27,Glorias,Ferro
1468,PARTIDO EN JUEGO 070,2078.0,2087.0,1,9.0,27,Glorias,Ferro
1469,PARTIDO EN JUEGO 071,2116.0,2122.0,1,6.0,27,Glorias,Ferro
1470,PARTIDO EN JUEGO 072,2132.0,2139.0,1,7.0,27,Glorias,Ferro
1471,PARTIDO EN JUEGO 073,2724.0,2733.0,2,9.0,27,Glorias,Ferro
1472,PARTIDO EN JUEGO 074,2740.0,2765.0,2,25.0,27,Glorias,Ferro
1473,PARTIDO EN JUEGO 075,2783.0,2792.0,2,9.0,27,Glorias,Ferro
1474,PARTIDO EN JUEGO 076,2813.0,2819.0,2,6.0,27,Glorias,Ferro
1475,PARTIDO EN JUEGO 077,2838.0,2882.0,2,44.0,27,Glorias,Ferro
1476,PARTIDO EN JUEGO 078,2905.0,2917.0,2,12.0,27,Glorias,Ferro
1477,PARTIDO EN JUEGO 079,2923.0,2933.0,2,10.0,27,Glorias,Ferro
1478,PARTIDO EN JUEGO 080,2938.0,2965.0,2,27.0,27,Glorias,Ferro
1479,PARTIDO EN JUEGO 081,2974.0,2980.0,2,6.0,27,Glorias,Ferro
1480,PARTIDO EN JUEGO 082,2986.0,3011.0,2,25.0,27,Glorias,Ferro
1481,PARTIDO EN JUEGO 083,3034.0,3040.0,2,6.0,27,Glorias,Ferro
1482,PARTIDO EN JUEGO 084,3048.0,3057.0,2,9.0,27,Glorias,Ferro
1483,PARTIDO EN JUEGO 085,3068.0,3080.0,2,12.0,27,Glorias,Ferro
1484,PARTIDO EN JUEGO 086,3084.0,3090.0,2,6.0,27,Glorias,Ferro
1485,PARTIDO EN JUEGO 087,3100.0,3123.0,2,23.0,27,Glorias,Ferro
1486,PARTIDO EN JUEGO 088,3143.0,3155.0,2,12.0,27,Glorias,Ferro
1487,PARTIDO EN JUEGO 089,3173.0,3182.0,2,9.0,27,Glorias,Ferro
1488,PARTIDO EN JUEGO 090,3193.0,3198.0,2,5.0,27,Glorias,Ferro
1489,PARTIDO EN JUEGO 091,3223.0,3257.0,2,34.0,27,Glorias,Ferro
1490,PARTIDO EN JUEGO 092,3268.0,3288.0,2,20.0,27,Glorias,Ferro
1491,PARTIDO EN JUEGO 093,3308.0,3323.0,2,15.0,27,Glorias,Ferro
1492,PARTIDO EN JUEGO 094,3325.0,3333.0,2,8.0,27,Glorias,Ferro
1493,PARTIDO EN JUEGO 095,3339.0,3354.0,2,15.0,27,Glorias,Ferro
1494,PARTIDO EN JUEGO 096,3355.0,3362.0,2,7.0,27,Glorias,Ferro
1495,PARTIDO EN JUEGO 097,3372.0,3380.0,2,8.0,27,Glorias,Ferro
1496,PARTIDO EN JUEGO 098,3382.0,3393.0,2,11.0,27,Glorias,Ferro
1497,PARTIDO EN JUEGO 099,3400.0,3419.0,2,19.0,27,Glorias,Ferro
1498,PARTIDO EN JUEGO 100,3425.0,3435.0,2,10.0,27,Glorias,Ferro
1499,PARTIDO EN JUEGO 101,3497.0,3500.0,2,3.0,27,Glorias,Ferro
1500,PARTIDO EN JUEGO 102,3507.0,3516.0,2,9.0,27,Glorias,Ferro
1501,PARTIDO EN JUEGO 103,3524.0,3529.0,2,5.0,27,Glorias,Ferro
1502,PARTIDO EN JUEGO 104,3535.0,3552.0,2,17.0,27,Glorias,Ferro
1503,PARTIDO EN JUEGO 105,3570.0,3574.0,2,4.0,27,Glorias,Ferro
1504,PARTIDO EN JUEGO 106,3587.0,3594.0,2,7.0,27,Glorias,Ferro
1505,PARTIDO EN JUEGO 107,3604.0,3611.0,2,7.0,27,Glorias,Ferro
1506,PARTIDO EN JUEGO 108,3640.0,3654.0,2,14.0,27,Glorias,Ferro
1507,PARTIDO EN JUEGO 109,3660.0,3669.0,2,9.0,27,Glorias,Ferro
1508,PARTIDO EN JUEGO 110,3677.0,3690.0,2,13.0,27,Glorias,Ferro
1509,PARTIDO EN JUEGO 111,3695.0,3719.0,2,24.0,27,Glorias,Ferro
1510,PARTIDO EN JUEGO 112,3769.0,3779.0,2,10.0,27,Glorias,Ferro
1511,PARTIDO EN JUEGO 113,3787.0,3794.0,2,7.0,27,Glorias,Ferro
1512,PARTIDO EN JUEGO 114,3809.0,3830.0,2,21.0,27,Glorias,Ferro
1513,PARTIDO EN JUEGO 115,3834.0,3847.0,2,13.0,27,Glorias,Ferro
1514,PARTIDO EN JUEGO 116,3858.0,3864.0,2,6.0,27,Glorias,Ferro
1515,PARTIDO EN JUEGO 117,3871.0,3877.0,2,6.0,27,Glorias,Ferro
1516,PARTIDO EN JUEGO 118,3879.0,3890.0,2,11.0,27,Glorias,Ferro
1517,PARTIDO EN JUEGO 119,3898.0,3924.0,2,26.0,27,Glorias,Ferro
1518,PARTIDO EN JUEGO 120,3927.0,3938.0,2,11.0,27,Glorias,Ferro
1519,PARTIDO EN JUEGO 121,3948.0,3953.0,2,5.0,27,Glorias,Ferro
1520,PARTIDO EN JUEGO 122,3969.0,3972.0,2,3.0,27,Glorias,Ferro
1521,PARTIDO EN JUEGO 123,3988.0,3990.0,2,2.0,27,Glorias,Ferro
1522,PARTIDO EN JUEGO 124,4006.0,4017.0,2,11.0,27,Glorias,Ferro
1523,PARTIDO EN JUEGO 125,4021.0,4065.0,2,44.0,27,Glorias,Ferro
1524,PARTIDO EN JUEGO 126,4082.0,4121.0,2,39.0,27,Glorias,Ferro
1525,PARTIDO EN JUEGO 127,4121.0,4130.0,2,9.0,27,Glorias,Ferro
1526,PARTIDO EN JUEGO 128,4167.0,4172.0,2,5.0,27,Glorias,Ferro
1527,PARTIDO EN JUEGO 129,4181.0,4185.0,2,4.0,27,Glorias,Ferro
1528,PARTIDO EN JUEGO 130,4191.0,4201.0,2,10.0,27,Glorias,Ferro
1529,PARTIDO EN JUEGO 131,4208.0,4224.0,2,16.0,27,Glorias,Ferro
1530,PARTIDO EN JUEGO 132,4227.0,4240.0,2,13.0,27,Glorias,Ferro
1531,PARTIDO EN JUEGO 133,4278.0,4287.0,2,9.0,27,Glorias,Ferro
1532,PARTIDO EN JUEGO 134,4304.0,4324.0,2,20.0,27,Glorias,Ferro
1533,PARTIDO EN JUEGO 135,4351.0,4356.0,2,5.0,27,Glorias,Ferro
1534,PARTIDO EN JUEGO 136,4396.0,4406.0,2,10.0,27,Glorias,Ferro
1535,PARTIDO EN JUEGO 137,4426.0,4458.0,2,32.0,27,Glorias,Ferro
1536,PARTIDO EN JUEGO 138,4473.0,4479.0,2,6.0,27,Glorias,Ferro
1537,PARTIDO EN JUEGO 139,4485.0,4499.0,2,14.0,27,Glorias,Ferro
1538,PARTIDO EN JUEGO 140,4507.0,4510.0,2,3.0,27,Glorias,Ferro
1539,PARTIDO EN JUEGO 141,4523.0,4539.0,2,16.0,27,Glorias,Ferro
1540,PARTIDO EN JUEGO 142,4573.0,4589.0,2,16.0,27,Glorias,Ferro
1541,PARTIDO EN JUEGO 143,4667.0,4699.0,2,32.0,27,Glorias,Ferro
1542,PARTIDO EN JUEGO 144,4703.0,4709.0,2,6.0,27,Glorias,Ferro
1543,PARTIDO EN JUEGO 145,4714.0,4716.0,2,2.0,27,Glorias,Ferro
1544,PARTIDO EN JUEGO 146,4718.0,4754.0,2,36.0,27,Glorias,Ferro
1545,PARTIDO EN JUEGO 147,4781.0,4787.0,2,6.0,27,Glorias,Ferro
1546,PARTIDO EN JUEGO 148,4796.0,4817.0,2,21.0,27,Glorias,Ferro
1547,PARTIDO EN JUEGO 149,4825.0,4844.0,2,19.0,27,Glorias,Ferro
1548,PARTIDO EN JUEGO 150,4934.0,4939.0,2,5.0,27,Glorias,Ferro
1549,PARTIDO EN JUEGO 151,4947.0,4953.0,2,6.0,27,Glorias,Ferro
1550,PARTIDO EN JUEGO 152,5034.0,5047.0,2,13.0,27,Glorias,Ferro
1551,PARTIDO EN JUEGO 153,5053.0,5075.0,2,22.0,27,Glorias,Ferro
1552,PARTIDO EN JUEGO 154,5085.0,5095.0,2,10.0,27,Glorias,Ferro
1553,Partido en juego 001,0.0,28.0,1,28.0,28,Ferro,17 De Agosto
1554,Partido en juego 002,20.0,44.0,1,24.0,28,Ferro,17 De Agosto
1555,Partido en juego 003,43.0,67.0,1,24.0,28,Ferro,17 De Agosto
1556,Partido en juego 004,67.0,109.0,1,42.0,28,Ferro,17 De Agosto
1557,Partido en juego 005,109.0,132.0,1,23.0,28,Ferro,17 De Agosto
1558,Partido en juego 006,166.0,189.0,1,23.0,28,Ferro,17 De Agosto
1559,Partido en juego 007,190.0,233.0,1,43.0,28,Ferro,17 De Agosto
1560,Partido en juego 008,240.0,261.0,1,21.0,28,Ferro,17 De Agosto
1561,Partido en juego 009,267.0,283.0,1,16.0,28,Ferro,17 De Agosto
1562,Partido en juego 010,278.0,307.0,1,29.0,28,Ferro,17 De Agosto
1563,Partido en juego 011,310.0,340.0,1,30.0,28,Ferro,17 De Agosto
1564,Partido en juego 012,339.0,395.0,1,56.0,28,Ferro,17 De Agosto
1565,Partido en juego 013,389.0,421.0,1,32.0,28,Ferro,17 De Agosto
1566,Partido en juego 014,423.0,445.0,1,22.0,28,Ferro,17 De Agosto
1567,Partido en juego 015,444.0,476.0,1,32.0,28,Ferro,17 De Agosto
1568,Partido en juego 016,509.0,527.0,1,18.0,28,Ferro,17 De Agosto
1569,Partido en juego 017,524.0,543.0,1,19.0,28,Ferro,17 De Agosto
1570,Partido en juego 018,539.0,561.0,1,22.0,28,Ferro,17 De Agosto
1571,Partido en juego 019,554.0,606.0,1,52.0,28,Ferro,17 De Agosto
1572,Partido en juego 020,607.0,626.0,1,19.0,28,Ferro,17 De Agosto
1573,Partido en juego 021,622.0,650.0,1,28.0,28,Ferro,17 De Agosto
1574,Partido en juego 022,668.0,693.0,1,25.0,28,Ferro,17 De Agosto
1575,Partido en juego 023,678.0,713.0,1,35.0,28,Ferro,17 De Agosto
1576,Partido en juego 024,734.0,773.0,1,39.0,28,Ferro,17 De Agosto
1577,Partido en juego 025,776.0,809.0,1,33.0,28,Ferro,17 De Agosto
1578,Partido en juego 026,808.0,837.0,1,29.0,28,Ferro,17 De Agosto
1579,Partido en juego 027,831.0,847.0,1,16.0,28,Ferro,17 De Agosto
1580,Partido en juego 028,841.0,885.0,1,44.0,28,Ferro,17 De Agosto
1581,Partido en juego 029,880.0,902.0,1,22.0,28,Ferro,17 De Agosto
1582,Partido en juego 030,913.0,940.0,1,27.0,28,Ferro,17 De Agosto
1583,Partido en juego 031,942.0,961.0,1,19.0,28,Ferro,17 De Agosto
1584,Partido en juego 032,957.0,1002.0,1,45.0,28,Ferro,17 De Agosto
1585,Partido en juego 033,1004.0,1046.0,1,42.0,28,Ferro,17 De Agosto
1586,Partido en juego 034,1049.0,1094.0,1,45.0,28,Ferro,17 De Agosto
1587,Partido en juego 035,1098.0,1123.0,1,25.0,28,Ferro,17 De Agosto
1588,Partido en juego 036,1136.0,1189.0,1,53.0,28,Ferro,17 De Agosto
1589,Partido en juego 037,1191.0,1248.0,1,57.0,28,Ferro,17 De Agosto
1590,Partido en juego 038,1241.0,1256.0,1,15.0,28,Ferro,17 De Agosto
1591,Partido en juego 039,1248.0,1313.0,1,65.0,28,Ferro,17 De Agosto
1592,Partido en juego 040,1308.0,1339.0,1,31.0,28,Ferro,17 De Agosto
1593,Partido en juego 041,1409.0,1439.0,1,30.0,28,Ferro,17 De Agosto
1594,Partido en juego 042,1434.0,1472.0,1,38.0,28,Ferro,17 De Agosto
1595,Partido en juego 043,1471.0,1510.0,1,39.0,28,Ferro,17 De Agosto
1596,Partido en juego 044,1511.0,1535.0,1,24.0,28,Ferro,17 De Agosto
1597,Partido en juego 045,1529.0,1553.0,1,24.0,28,Ferro,17 De Agosto
1598,Partido en juego 046,1554.0,1581.0,1,27.0,28,Ferro,17 De Agosto
1599,Partido en juego 047,1581.0,1606.0,1,25.0,28,Ferro,17 De Agosto
1600,Partido en juego 048,1598.0,1638.0,1,40.0,28,Ferro,17 De Agosto
1601,Partido en juego 049,1639.0,1660.0,1,21.0,28,Ferro,17 De Agosto
1602,Partido en juego 050,1663.0,1693.0,1,30.0,28,Ferro,17 De Agosto
1603,Partido en juego 051,1708.0,1738.0,1,30.0,28,Ferro,17 De Agosto
1604,Partido en juego 052,1740.0,1765.0,1,25.0,28,Ferro,17 De Agosto
1605,Partido en juego 053,1764.0,1785.0,1,21.0,28,Ferro,17 De Agosto
1606,Partido en juego 054,1788.0,1809.0,1,21.0,28,Ferro,17 De Agosto
1607,Partido en juego 055,1810.0,1842.0,1,32.0,28,Ferro,17 De Agosto
1608,Partido en juego 056,1849.0,1871.0,1,22.0,28,Ferro,17 De Agosto
1609,Partido en juego 057,1875.0,1893.0,1,18.0,28,Ferro,17 De Agosto
1610,Partido en juego 058,1887.0,1913.0,1,26.0,28,Ferro,17 De Agosto
1611,Partido en juego 059,1941.0,1975.0,1,34.0,28,Ferro,17 De Agosto
1612,Partido en juego 060,2093.0,2117.0,1,24.0,28,Ferro,17 De Agosto
1613,Partido en juego 061,2120.0,2138.0,1,18.0,28,Ferro,17 De Agosto
1614,Partido en juego 062,2134.0,2167.0,2,33.0,28,Ferro,17 De Agosto
1615,Partido en juego 063,2166.0,2235.0,2,69.0,28,Ferro,17 De Agosto
1616,Partido en juego 064,2238.0,2257.0,2,19.0,28,Ferro,17 De Agosto
1617,Partido en juego 065,2250.0,2271.0,2,21.0,28,Ferro,17 De Agosto
1618,Partido en juego 066,2263.0,2287.0,2,24.0,28,Ferro,17 De Agosto
1619,Partido en juego 067,2296.0,2320.0,2,24.0,28,Ferro,17 De Agosto
1620,Partido en juego 068,2317.0,2344.0,2,27.0,28,Ferro,17 De Agosto
1621,Partido en juego 069,2347.0,2375.0,2,28.0,28,Ferro,17 De Agosto
1622,Partido en juego 070,2374.0,2419.0,2,45.0,28,Ferro,17 De Agosto
1623,Partido en juego 071,2421.0,2461.0,2,40.0,28,Ferro,17 De Agosto
1624,Partido en juego 072,2457.0,2471.0,2,14.0,28,Ferro,17 De Agosto
1625,Partido en juego 073,2474.0,2501.0,2,27.0,28,Ferro,17 De Agosto
1626,Partido en juego 074,2508.0,2522.0,2,14.0,28,Ferro,17 De Agosto
1627,Partido en juego 075,2520.0,2575.0,2,55.0,28,Ferro,17 De Agosto
1628,Partido en juego 076,2577.0,2607.0,2,30.0,28,Ferro,17 De Agosto
1629,Partido en juego 077,2603.0,2622.0,2,19.0,28,Ferro,17 De Agosto
1630,Partido en juego 078,2624.0,2661.0,2,37.0,28,Ferro,17 De Agosto
1631,Partido en juego 079,2677.0,2696.0,2,19.0,28,Ferro,17 De Agosto
1632,Partido en juego 080,2711.0,2729.0,2,18.0,28,Ferro,17 De Agosto
1633,Partido en juego 081,2745.0,2762.0,2,17.0,28,Ferro,17 De Agosto
1634,Partido en juego 082,2757.0,2783.0,2,26.0,28,Ferro,17 De Agosto
